node ,  Permeability (m**2) in X ,  Permeability (m**2) in Y ,  Permeability (m**2) in Z ,  Porosity ,  Rock bulk density (kg/m**3) ,  Rock specific heat (MJ/kg*K) ,  Capillary pressure (MPa)
0000000659,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000660,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000661,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000662,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000663,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000664,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000665,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000666,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000667,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000668,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000669,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000670,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000671,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000672,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000673,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000674,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000675,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000676,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000677,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000678,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000679,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000680,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000681,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000682,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000683,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000684,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000685,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000686,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000687,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000688,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000689,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000690,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000691,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000692,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000693,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000694,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000695,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000696,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000697,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000698,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000699,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000700,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000701,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000702,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000703,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000704,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000705,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000706,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000707,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000708,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000709,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000710,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000711,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000712,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000713,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000714,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000715,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000716,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000717,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000718,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000719,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000720,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000721,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000722,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000723,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000724,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000725,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000726,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000727,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000728,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000729,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000730,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000731,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000732,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000733,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000734,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000735,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000736,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000737,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000738,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000739,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000740,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000741,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000742,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000743,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000744,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000745,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000746,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000747,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000748,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000749,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000750,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000751,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000752,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000753,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000754,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000755,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000756,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000757,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000758,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000759,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000760,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000761,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000762,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000763,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000764,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000765,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000766,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000767,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000768,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000769,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000770,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000771,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000772,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000773,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000774,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000775,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000776,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000777,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000778,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000779,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000780,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000781,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000782,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000783,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000784,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000785,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000786,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000787,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000788,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000789,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000790,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000791,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000792,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000793,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000794,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000795,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000796,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000797,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000798,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000799,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000800,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000801,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000802,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000803,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000804,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000805,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000806,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000807,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000808,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000809,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000810,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000811,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000812,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000813,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000814,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000815,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000816,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000817,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000818,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000819,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000820,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000821,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000822,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000823,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000824,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000825,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000826,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000827,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000828,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000829,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000830,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000831,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000832,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000833,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000834,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000835,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000836,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000837,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000838,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000839,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000840,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000841,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000842,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000843,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000844,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000845,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000846,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000847,    1.000000E-20,    1.000000E-20,    1.000000E-20,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000848,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000849,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000850,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000851,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000852,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000853,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000854,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000855,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000856,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000857,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000858,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000859,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000860,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000861,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000862,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000863,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000864,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000865,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000866,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000867,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000868,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000869,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000870,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000871,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000872,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000873,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000874,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000875,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000876,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000877,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000878,    1.000000E-14,    1.000000E-14,    1.000000E-15,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
